Code,Question Name,Question Weight,Answer,Answer Weight,Scoring Type,Metric Domain,Ordinal,All Vendors,Question Description,Branching Logic,Category Name,Internal,Upload Answers,Allows Text For Answers,Tech Vendor,System Vendor,Service Vendor,Allows Comment To Answers,Use Color Coding
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:152,Does a threat analysis system automatically correlate threat data to specific risks and then take risk-based automated actions while alerting management?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,152,NO,,,Threat Intelligence and Collaboration / Threat Intelligence & Information,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:153,"Is the institution investing in the development of new threat intelligence and collaboration mechanisms (e.g., technologies, business processes) that will transform how information is gathered and shared?",5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,153,NO,,,Threat Intelligence and Collaboration / Threat Intelligence & Information,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:154,Are audit log records and other security event logs reviewed and retained in a secure manner?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,154,NO,,,Threat Intelligence and Collaboration / Monitoring & Analyzing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:155,Are computer event logs used for investigations once an event has occurred?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,155,NO,,,Threat Intelligence and Collaboration / Monitoring & Analyzing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:156,Is a process implemented to monitor threat information to discover emerging threats?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,156,NO,,,Threat Intelligence and Collaboration / Monitoring & Analyzing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:157,Are the threat information and analysis process assigned to a specific group or individual?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,157,NO,,,Threat Intelligence and Collaboration / Monitoring & Analyzing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:158,Are security processes and technology centralized and coordinated in a Security Operations Center (SOC) or equivalent?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,158,NO,,,Threat Intelligence and Collaboration / Monitoring & Analyzing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:159,Do monitoring systems operate continuously with adequate support for efficient incident handling?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,159,NO,,,Threat Intelligence and Collaboration / Monitoring & Analyzing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:160,"Is a threat intelligence team in place that evaluates threat intelligence from multiple sources for credibility, relevance, and exposure?",3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,160,NO,,,Threat Intelligence and Collaboration / Monitoring & Analyzing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:161,"Is a profile created for each threat that identifies the likely intent, capability, and target of the threat?",3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,161,NO,,,Threat Intelligence and Collaboration / Monitoring & Analyzing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:162,Are threat information sources that address all components of the threat profile prioritized and monitored?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,162,NO,,,Threat Intelligence and Collaboration / Monitoring & Analyzing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:163,Is threat intelligence analyzed to develop cyber threat summaries including risks to the institution and specific actions for the institution to consider?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,163,NO,,,Threat Intelligence and Collaboration / Monitoring & Analyzing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:164,Does a dedicated cyber threat identification and analysis committee or team exist to centralize and coordinate initiatives and communications?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,164,NO,,,Threat Intelligence and Collaboration / Monitoring & Analyzing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:165,Are formal processes defined to resolve potential conflicts in information received from sharing and analysis centers or other sources?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,165,NO,,,Threat Intelligence and Collaboration / Monitoring & Analyzing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:166,Are emerging internal and external threat intelligence and correlated log analysis used to predict future attacks?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,166,NO,,,Threat Intelligence and Collaboration / Monitoring & Analyzing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:167,Is threat intelligence viewed within the context of the institution's risk profile and risk appetite to prioritize mitigating actions in anticipation of threats?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,167,NO,,,Threat Intelligence and Collaboration / Monitoring & Analyzing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:168,Is threat intelligence used to update architecture and configuration standards?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,168,NO,,,Threat Intelligence and Collaboration / Monitoring & Analyzing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:169,"Does the institution use multiple sources of intelligence, correlated log analysis, alerts, internal traffic flows, and geopolitical events to predict potential future attacks and attack trends?",5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,169,NO,,,Threat Intelligence and Collaboration / Monitoring & Analyzing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:170,Are highest risk scenarios used to predict threats against specific business targets?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,170,NO,,,Threat Intelligence and Collaboration / Monitoring & Analyzing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:171,Do IT systems automatically detect configuration weaknesses based on threat intelligence and alert management so actions can be prioritized?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,171,NO,,,Threat Intelligence and Collaboration / Monitoring & Analyzing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:172,Are information security threats gathered and shared with applicable internal employees?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,172,NO,,,Threat Intelligence and Collaboration / Information Sharing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:173,Is contact information for law enforcement and the regulator(s) maintained and updated regularly?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,173,NO,,,Threat Intelligence and Collaboration / Information Sharing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:174,Is information about threats shared with law enforcement and regulators when required or prompted?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,174,NO,,,Threat Intelligence and Collaboration / Information Sharing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:175,Is a formal and secure process in place to share threat and vulnerability information with other entities?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,175,NO,,,Threat Intelligence and Collaboration / Information Sharing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:176,Does a representative from the institution participate in law enforcement or information-sharing organization meetings?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,176,NO,,,Threat Intelligence and Collaboration / Information Sharing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:177,"Is a formal protocol in place for sharing threat, vulnerability, and incident information to employees based on their specific job function?",3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,177,NO,,,Threat Intelligence and Collaboration / Information Sharing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:178,Are information-sharing agreements used as needed or required to facilitate sharing threat information with other financial sector organizations or third parties?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,178,NO,,,Threat Intelligence and Collaboration / Information Sharing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:179,"Is information shared proactively with the industry, law enforcement, regulators, and information-sharing forums?",3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,179,NO,,,Threat Intelligence and Collaboration / Information Sharing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:180,Is a process in place to communicate and collaborate with the public sector regarding cyber threats?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,180,NO,,,Threat Intelligence and Collaboration / Information Sharing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:181,Does management communicate threat intelligence with business risk context and specific risk management recommendations to the business units?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,181,NO,,,Threat Intelligence and Collaboration / Information Sharing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:182,Do relationships exist with employees of peer institutions for sharing cyber threat intelligence?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,182,NO,,,Threat Intelligence and Collaboration / Information Sharing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:183,Is a network of trust relationships (formal and/or informal) established to evaluate information about cyber threats?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,183,NO,,,Threat Intelligence and Collaboration / Information Sharing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:184,Is a mechanism in place for sharing cyber threat intelligence with business units in real time including the potential financial and operational impact of inaction?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,184,NO,,,Threat Intelligence and Collaboration / Information Sharing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:185,Does a system automatically inform management of the level of business risk specific to the institution and the progress of recommended steps taken to mitigate the risks?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,185,NO,,,Threat Intelligence and Collaboration / Information Sharing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:186,Is the institution leading efforts to create new sector-wide information-sharing channels to address gaps in external-facing information-sharing mechanisms?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,186,NO,,,Threat Intelligence and Collaboration / Information Sharing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:187,"Are network perimeter defense tools (e.g., border router and firewall) used?",1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,187,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:188,Are systems that are accessed from the Internet or by external parties protected by firewalls or other similar devices?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,188,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:189,Are all ports monitored?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,189,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:190,Are up to date antivirus and anti-malware tools used?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,190,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:191,"Do systems configurations (for servers, desktops, routers, etc.) follow industry standards and are they enforced?",1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,191,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:192,"Are ports, functions, protocols and services prohibited if no longer needed for business purposes?",1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,192,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:193,Is access to make changes to systems configurations (including virtual machines and hypervisors) controlled and monitored?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,193,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:194,"Are programs that can override system, object, network, virtual machine, and application controls restricted?",1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,194,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:195,Are system sessions locked after a pre-defined period of inactivity and terminated after pre-defined conditions are met?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,195,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:196,Do wireless network environments require security settings with strong encryption for authentication and transmission (*N/A if there are no wireless networks.)?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,196,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:197,Is there a firewall at each Internet connection and between any Demilitarized Zone (DMZ) and internal network(s)?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,197,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:198,Do antivirus and intrusion detection/prevention systems (IDS/IPS) detect and block actual and attempted attacks or intrusions?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,198,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:199,"Do technical controls prevent unauthorized devices, including rogue wireless access devices and removable media, from connecting to the internal network(s)?",2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,199,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:200,"Is a risk-based solution in place at the institution or Internet hosting provider to mitigate disruptive cyber attacks (e.g., DDoS attacks)?",2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,200,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:201,Are guest wireless networks fully segregated from the internal network(s). (*N/A if there are no wireless networks.)?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,201,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:202,Is Domain Name System Security Extensions (DNSSEC) deployed across the enterprise?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,202,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:203,"Are critical systems supported by legacy technologies regularly reviewed to identify for potential vulnerabilities, upgrade opportunities, or new defense layers?",2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,203,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:204,Are controls for unsupported systems implemented and tested?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,204,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:205,"Is the enterprise network segmented in multiple, separate trust/security zones with defense-in-depth strategies (e.g., logical network segmentation, hard backups, air-gapping) to mitigate attacks?",3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,205,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:206,"Are security controls used for remote access to all administrative consoles, including restricted virtual systems?",3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,206,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:207,Do wireless network environments have perimeter firewalls that are implemented and configured to restrict unauthorized traffic. (*N/A if there are no wireless networks.)?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,207,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:208,Do wireless networks use strong encryption with encryption keys that are changed frequently. (*N/A if there are no wireless networks.)?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,208,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:209,Is the broadcast range of the wireless network(s) confined to institution-controlled boundaries. (*N/A if there are no wireless networks.)?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,209,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:210,"Are technical measures in place to prevent the execution of unauthorized code on institution owned or managed devices, network infrastructure, and systems components?",3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,210,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:211,Are network environments and virtual instances designed and configured to restrict and monitor traffic between trusted and untrusted zones?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,211,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:212,Is only one primary function permitted per server to prevent functions that require different security levels from co-existing on the same server?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,212,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:213,Are anti-spoofing measures in place to detect and block forged source IP addresses from entering the network?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,213,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:214,"Does the institution risk score all of its infrastructure assets and update in real time based on threats, vulnerabilities, or operational change?",5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,214,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:215,"Are automated controls put in place based on risk scores to infrastructure assets, including automatically disconnecting affected assets?",5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,215,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:216,Does the institution proactively seeks to identify control gaps that may be used as part of a zero-day attack?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,216,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:217,Are public-facing servers routinely rotated and restored to a known clean state to limit the window of time a system is exposed to potential threats?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,217,NO,,,Cybersecurity Controls / Preventative Controls / Infrastructure Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:218,Is employee access granted to systems and confidential data based on job responsibilities and the principles of least privilege?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,218,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:219,Is employee access to systems and confidential data provided with separation of duties?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,219,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:220,"Are elevated privileges (e.g., administrator privileges) limited and tightly controlled (e.g., assigned to individuals, not shared, and require stronger password controls)?",1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,220,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:221,Are user access reviews performed periodically for all systems and applications based on the risk to the application or system?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,221,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:222,"Are changes to physical and logical user access, including those that result from voluntary and involuntary terminations, submitted to and approved by designated personnel?",1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,222,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:223,"Are identification and authentication required and managed for access to systems, applications, and hardware?",1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,223,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:224,Do access controls include password complexity and limits to password attempts and reuse?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,224,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:225,Are all default passwords and unnecessary default accounts changed before system implementation?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,225,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:226,"Does customer access to Internet-based products or services require authentication controls (e.g., layered controls, multifactor) that are commensurate with the risk?",1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,226,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:227,Are production and non-production environments segregated to prevent unauthorized access or changes to information assets? (*N/A if no production environment exists at the institution or the institution's third party.),1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,227,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:228,Are physical security controls used to prevent unauthorized access to information systems and telecommunication systems?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,228,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
