Code,Question Name,Question Weight,Answer,Answer Weight,Scoring Type,Metric Domain,Ordinal,All Vendors,Question Description,Branching Logic,Category Name,Internal,Upload Answers,Allows Text For Answers,Tech Vendor,System Vendor,Service Vendor,Allows Comment To Answers,Use Color Coding
COML:229,Are all passwords encrypted in storage and in transit?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,229,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:230,"Are confidential data encrypted when transmitted across public or untrusted networks (e.g., Internet)?",1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,230,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:231,"Are mobile devices (e.g., laptops, tablets, and removable media) encrypted if used to store confidential data? (*N/A if mobile devices are not used.)",1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,231,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:232,"Does remote access to critical systems by employees, contractors, and third parties use encrypted connections and multifactor authentication?",1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,232,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:233,"Are administrative, physical, or technical controls in place to prevent users without administrative responsibilities from installing unauthorized software?",1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,233,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:234,"Does customer service (e.g., the call center) utilize formal procedures to authenticate customers commensurate with the risk of the transaction or request?",1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,234,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:235,Is data disposed of or destroyed according to documented requirements and within expected time frames?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,235,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:236,Do changes to user access permissions trigger automated notices to appropriate personnel?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,236,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:237,"Do administrators have two accounts: one for administrative use and one for general purpose, non-administrative tasks?",2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,237,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:238,"Does the use of customer data in non-production environments comply with legal, regulatory, and internal policy requirements for concealing or removing of sensitive data elements?",2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,238,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:239,"Is physical access to high-risk or confidential systems restricted, logged, and unauthorized access blocked?",2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,239,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:240,Are controls in place to prevent unauthorized access to cryptographic keys?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,240,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:241,Does the institution implement tools to prevent unauthorized access to or exfiltration of confidential data?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,241,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:242,Are controls in place to prevent unauthorized escalation of user privileges?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,242,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:243,Are access controls in place for database administrators to prevent unauthorized downloading or transmission of confidential data?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,243,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:244,Is all physical and logical access removed immediately upon notification of involuntary termination and within 24 hours of an employee's voluntary departure?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,244,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:245,Are multifactor authentication and/or layered controls implemented to secure all third-party access to the institution's network and/or systems and applications?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,245,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:246,"Are multifactor authentication (e.g., tokens, digital certificates) techniques used for employee access to high-risk systems as identified in the risk assessment(s)? (*N/A if no high risk systems.)",3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,246,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:247,"Are confidential data encrypted in transit across private connections (e.g., frame relay and T1) and within the institution's trusted zones?",3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,247,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:248,"Are controls in place to prevent unauthorized access to collaborative computing devices and applications (e.g., networked white boards, cameras, microphones, online applications such as instant messaging and document sharing)? (* N/A if collaborative computing devices are not used.)",3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,248,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:249,Is encryption of select data at rest determined by the institution's data classification and risk assessment?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,249,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:250,"Does customer authentication for high-risk transactions include methods to prevent malware and man-in-the-middle attacks (e.g., using visual transaction signing)?",4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,250,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:251,"Does adaptive access control de-provision or isolate an employee, third-party, or customer credentials to minimize potential damage if malicious behavior is suspected?",5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,251,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:252,"Are unstructured confidential data tracked and secured through an identity-aware, cross-platform storage system that protects against internal threats, monitors user access, and tracks changes?",5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,252,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:253,"Is tokenization used to substitute unique values for confidential information (e.g., virtual credit card)?",5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,253,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:254,"Does the institution lead efforts to create new technologies and processes for managing customer, employee, and third-party authentication and access?",5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,254,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:255,Is real-time risk mitigation taken based on automated risk scoring of user credentials?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,255,NO,,,Cybersecurity Controls / Preventative Controls / Access & Data Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:256,Are controls in place to restrict the use of removable media to authorized personnel?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,256,NO,,,Cybersecurity Controls / Preventative Controls / Device & Endpoint Security,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:257,Do tools automatically block attempted access from unpatched employee and third-party devices?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,257,NO,,,Cybersecurity Controls / Preventative Controls / Device & Endpoint Security,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:258,Do tools automatically block attempted access by unregistered devices to internal networks?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,258,NO,,,Cybersecurity Controls / Preventative Controls / Device & Endpoint Security,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:259,Does the institution have controls to prevent the unauthorized addition of new connections?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,259,NO,,,Cybersecurity Controls / Preventative Controls / Device & Endpoint Security,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:260,Are controls in place to prevent unauthorized individuals from copying confidential data to removable media?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,260,NO,,,Cybersecurity Controls / Preventative Controls / Device & Endpoint Security,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:261,"Aer antivirus and anti-malware tools deployed on end-point devices (e.g., workstations, laptops, and mobile devices)?",2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,261,NO,,,Cybersecurity Controls / Preventative Controls / Device & Endpoint Security,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:262,Are mobile devices with access to the institution's data centrally managed for antivirus and patch deployment? (*N/A if mobile devices are not used.),2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,262,NO,,,Cybersecurity Controls / Preventative Controls / Device & Endpoint Security,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:263,Can the institution wipe data remotely on mobile devices when a device is missing or stolen? (*N/A if mobile devices are not used.),2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,263,NO,,,Cybersecurity Controls / Preventative Controls / Device & Endpoint Security,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:264,"Are data loss prevention controls or devices implemented for inbound and outbound communications (e.g., e-mail, FTP, Telnet, prevention of large file transfers)?",3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,264,NO,,,Cybersecurity Controls / Preventative Controls / Device & Endpoint Security,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:265,"Does mobile device management include integrity scanning (e.g., jailbreak/rooted detection)? (*N/A if mobile devices are not used.)",3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,265,NO,,,Cybersecurity Controls / Preventative Controls / Device & Endpoint Security,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:266,Do mobile devices connecting to the corporate network for storing and accessing company information allow for remote software version/patch validation? (*N/A if mobile devices are not used.),3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,266,NO,,,Cybersecurity Controls / Preventative Controls / Device & Endpoint Security,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:267,Are employees' and third parties' devices (including mobile) without the latest security patches quarantined and patched before the device is granted access to the network?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,267,NO,,,Cybersecurity Controls / Preventative Controls / Device & Endpoint Security,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:268,"Are confidential data and applications on mobile devices only accessible via a secure, isolated sandbox or a secure container?",4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,268,NO,,,Cybersecurity Controls / Preventative Controls / Device & Endpoint Security,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:269,"Does a centralized end-point management tool provide fully integrated patch, configuration, and vulnerability management, while also being able to detect malware upon arrival to prevent an exploit?",5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,269,NO,,,Cybersecurity Controls / Preventative Controls / Device & Endpoint Security,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:270,"Do developers working for the institution follow secure program coding practices, as part of a system development life cycle (SDLC), that meet industry standards?",1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,270,NO,,,Cybersecurity Controls / Preventative Controls / Secure Coding,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:271,Are the security controls of internally developed software periodically reviewed and tested? (*N/A if there is no software development.),1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,271,NO,,,Cybersecurity Controls / Preventative Controls / Secure Coding,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:272,Are the security controls in internally developed software code independently reviewed before migrating the code to production? (*N/A if there is no software development.),1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,272,NO,,,Cybersecurity Controls / Preventative Controls / Secure Coding,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:273,Are intellectual property and production code held in escrow? (*N/A if there is no production code to hold in escrow.),1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,273,NO,,,Cybersecurity Controls / Preventative Controls / Secure Coding,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:274,"Do security testing occur at all post-design phases of the SDLC for all applications, including mobile applications? (*N/A if there is no software development.)",2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,274,NO,,,Cybersecurity Controls / Preventative Controls / Secure Coding,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:275,Are processes in place to mitigate vulnerabilities identified as part of the secure development of systems and applications?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,275,NO,,,Cybersecurity Controls / Preventative Controls / Secure Coding,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:276,"Is the security of applications, including Web-based applications connected to the Internet, tested against known types of cyber attacks (e.g., SQL injection, cross-site scripting, buffer overflow) before implementation or following significant changes?",3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,276,NO,,,Cybersecurity Controls / Preventative Controls / Secure Coding,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:277,Are software code executables and scripts digitally signed to confirm the software author and guarantee that the code has not been altered or corrupted?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,277,NO,,,Cybersecurity Controls / Preventative Controls / Secure Coding,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:278,"Does a risk-based, independent information assurance function evaluate the security of internal applications?",3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,278,NO,,,Cybersecurity Controls / Preventative Controls / Secure Coding,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:279,Are vulnerabilities identified through a static code analysis remediated before implementing newly developed or changed applications into production?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,279,NO,,,Cybersecurity Controls / Preventative Controls / Secure Coding,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:280,Are all interdependencies between applications and services identified?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,280,NO,,,Cybersecurity Controls / Preventative Controls / Secure Coding,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:281,Are independent code reviews completed on internally developed or vendor-provided custom applications to ensure there are no security gaps?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,281,NO,,,Cybersecurity Controls / Preventative Controls / Secure Coding,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:282,Is software code actively scanned by automated tools in the development environment so that security weaknesses can be resolved immediately during the design phase?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,282,NO,,,Cybersecurity Controls / Preventative Controls / Secure Coding,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:283,Is independent testing (including penetration testing and vulnerability scanning) conducted according to the risk assessment for external-facing systems and the internal network?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,283,NO,,,Cybersecurity Controls / Detective Controls / Threat & Vulnerability Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:284,Are antivirus and anti-malware tools used to detect attacks?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,284,NO,,,Cybersecurity Controls / Detective Controls / Threat & Vulnerability Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:285,Are firewall rules audited or verified at least quarterly?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,285,NO,,,Cybersecurity Controls / Detective Controls / Threat & Vulnerability Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:286,"Are email protection mechanisms used to filter for common cyber threats (e.g., attached malware or malicious links)?",1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,286,NO,,,Cybersecurity Controls / Detective Controls / Threat & Vulnerability Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:287,Is independent penetration testing of network boundary and critical Web-facing applications performed routinely to identify security control gaps?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,287,NO,,,Cybersecurity Controls / Detective Controls / Threat & Vulnerability Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:288,Is independent penetration testing performed on Internet-facing applications or systems before they are launched or undergo significant change?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,288,NO,,,Cybersecurity Controls / Detective Controls / Threat & Vulnerability Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:289,Are antivirus and anti-malware tools updated automatically?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,289,NO,,,Cybersecurity Controls / Detective Controls / Threat & Vulnerability Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:290,Are firewall rules updated routinely?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,290,NO,,,Cybersecurity Controls / Detective Controls / Threat & Vulnerability Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:291,IS vulnerability scanning conducted and analyzed before deployment/redeployment of new/existing devices?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,291,NO,,,Cybersecurity Controls / Detective Controls / Threat & Vulnerability Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:292,Are processes in place to monitor potential insider activity that could lead to data theft or destruction?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,292,NO,,,Cybersecurity Controls / Detective Controls / Threat & Vulnerability Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:293,Do audit or risk management resources review the penetration testing scope and results to help determine the need for rotating companies based on the quality of the work?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,293,NO,,,Cybersecurity Controls / Detective Controls / Threat & Vulnerability Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:294,Are e-mails and attachments automatically scanned to detect malware and blocked when malware is present?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,294,NO,,,Cybersecurity Controls / Detective Controls / Threat & Vulnerability Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:295,Is weekly vulnerability scanning rotated among environments to scan all environments throughout the year?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,295,NO,,,Cybersecurity Controls / Detective Controls / Threat & Vulnerability Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:296,"Do penetration tests include cyber attack simulations and/or real-world tactics and techniques such as red team testing to detect control gaps in employee behavior, security defenses, policies, and resources?",4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,296,NO,,,Cybersecurity Controls / Detective Controls / Threat & Vulnerability Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:297,Do automated tool(s) proactively identify high-risk behavior signaling an employee who may pose an insider threat?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,297,NO,,,Cybersecurity Controls / Detective Controls / Threat & Vulnerability Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:298,"Are user tasks and content (e.g., opening an e-mail attachment) automatically isolated in a secure container or virtual environment so that malware can be analyzed but cannot access vital data, end-point operating systems, or applications on the institution's network?",5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,298,NO,,,Cybersecurity Controls / Detective Controls / Threat & Vulnerability Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:299,Is vulnerability scanning performed on a weekly basis across all environments?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,299,NO,,,Cybersecurity Controls / Detective Controls / Threat & Vulnerability Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:300,Is the institution able to detect anomalous activities through monitoring across the environment?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,300,NO,,,Cybersecurity Controls / Detective Controls / Anomalous Activity Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:301,Are customer transactions generating anomalous activity alerts monitored and reviewed?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,301,NO,,,Cybersecurity Controls / Detective Controls / Anomalous Activity Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:302,Are logs of physical and/or logical access reviewed following events?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,302,NO,,,Cybersecurity Controls / Detective Controls / Anomalous Activity Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:303,Is access to critical systems by third parties monitored for unauthorized or unusual activity?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,303,NO,,,Cybersecurity Controls / Detective Controls / Anomalous Activity Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:304,Are elevated privileges are monitored?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,304,NO,,,Cybersecurity Controls / Detective Controls / Anomalous Activity Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
