Constant,Scope,Value,Default Value
IMPORT_AND_EXPORT$SECURITY_FRAMEWORKS_CHOICE,UI,Выберите систему безопасности,Choose security framework
IMPORT_AND_EXPORT$SECURITY_REQUIREMENTS,UI,Импорт/экспорт требований безопасности,Security requirements import/export
IMPORT_AND_EXPORT$SUBSIDIARY_ORGANIZATIONS,UI,Импорт/экспорт филиалов,Subsidiary organizations import/export
IMPORT_AND_EXPORT$SYSTEM_RISK,UI,Импорт/экспорт системных рисков,Systems risk import/export
IMPORT_AND_EXPORT$TITLE,UI,Импорт/экспорт,Import/Export
IMPORT_AND_EXPORT$VENDORS,UI,Импорт/экспорт вендоров,Vendors import/export
"!LANGUAGE$CODE",UI,rus,eng
"!LANGUAGE$DIRECTION",UI,ltr,ltr
"!LANGUAGE$ENUM",UI,RUSSIAN,ENGLISH
"!LANGUAGE$SELF_NAME",UI,Russian,English
MENU$ADMINISTRATION,UI,Администрирование,Administration
MENU$CYBER_BUDGET,UI,Кибер-бюджет,Cyber budget
MENU$DASHBOARDS,UI,Дашборды,Dashboards
MENU$GDPR_ARTICLES,UI,GDPR-статьи,GDPR Articles
MENU$GDPR_DOCUMENTS_MAPPING,UI,Привязка GDPR-документов,GDPR Documents Mapping
MENU$GDPR_EVIDENCE_DOCUMENTS,UI,Свидетельства,Evidence documents
MENU$GDPR_ORGANIZATION_COMPLIANCE,UI,Соответствия организации,Organization compliance
MENU$GDPR_SYSTEM_COMPLIANCE,UI,Соответствия систем,System compliance
MENU$HOME_PAGE,UI,Домашняя страница,Home page
MENU$PRIVACY_IMPACT_ASSESSMENT,UI,Оценка влияния на конфиденциальность,Privacy impact assessment
MENU$RISK_METRICS,UI,Риск-метрики,Risk metrics
MENU$SECURITY_ASSESSMENTS,UI,Оценка безопасности,Security assessments
MENU$SETTINGS,UI,Настройки,Settings
MENU$SYSTEMS_RISK,UI,Системные риски,System risk
MENU$VENDOR_MANAGEMENT,UI,Управление вендорами,Vendor management
METRIC_FORMULA$ADD_OPERATION,UI,Добавить операцию '{operation}',Add '{operation}' operation
METRIC_FORMULA$ADD_VARIABLE,UI,Добавить переменную '{variable}',Add '{variable}' variable
METRIC_FORMULA$EDIT_DIALOG_TITLE,UI,Редактировать элемент метрики,Edit metric item
METRIC_FORMULA$FORMULA,UI,Формула,Formula
METRIC_FORMULA$FORMULA_ITEMS_REQUIRED,UI,По крайней мере один элемент формулы должен быть определен,At least one formula item should be defined
METRIC_FORMULA$METRIC_FORMULA,UI,Метрическая формула,Metric formula
METRIC_FORMULA$MOVE_BACKWARD,UI,Переместить назад,Move backward
METRIC_FORMULA$MOVE_FORWARD,UI,Переместить вперед,Move forward
METRIC_FORMULA$OPERATION,UI,Операция,Operation
METRIC_FORMULA$OPERATION_REQUIRED,UI,'Операция' обязательна,Operation is required
METRIC_FORMULA$OPERATIONS,UI,Операции,Operations
METRIC_FORMULA$VARIABLES,UI,Переменные,Variables
METRIC_FORMULA$VARIABLE_TYPE,UI,Тип переменной,Variable type
METRIC_FORMULA$VARIABLE_TYPE_REQUIRED,UI,'Тип переменной' обязателен,Variable type is required
ORGANIZATION$ADDRESS_1,UI,Адрес №1,Address №1
ORGANIZATION$ADDRESS_2,UI,Адрес №2,Address №2
ORGANIZATION$ANNUAL_REVENUE,UI,Годовой доход,Annual revenue
ORGANIZATION$CITY,UI,Город,City
