Constant,Scope,Value,Default Value
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$ACTUAL_END_HEADER,SERVER,Actual End Date,Actual End Date
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$BUDGET_HEADER,SERVER,Budget,Budget
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$COMMENTS_HEADER,SERVER,Comments,Comments
DASHBOARDS$ASSESSMENT$NAME,SERVER,Assessments,Assessments
DASHBOARDS$ASSESSMENT$DESCRIPTION,SERVER,Displays the status of cybersecurity assessments,Displays the status of cybersecurity assessments
DASHBOARDS$ASSESSMENT$ASSESSMENTS_TASKS$ITEM_NAME,SERVER,Assessments and Tasks,Assessments and Tasks
DASHBOARDS$ASSESSMENT$ASSESSMENTS_TASKS$ITEM_DESCRIPTION,SERVER,Assessments and Tasks Summary Scores,Assessments and Tasks Summary Scores
DASHBOARDS$ASSESSMENT$ASSESSMENTS_TASKS$SUMMARY_SCORES$ASSESSMENT_NAME_HEADER,SERVER,Assessment Name,Assessment Name
DASHBOARDS$ASSESSMENT$ASSESSMENTS_TASKS$SUMMARY_SCORES$TYPE_HEADER,SERVER,Type,Type
DASHBOARDS$ASSESSMENT$ASSESSMENTS_TASKS$SUMMARY_SCORES$FRAMEWORK_HEADER,SERVER,Framework,Framework
DASHBOARDS$ASSESSMENT$ASSESSMENTS_TASKS$SUMMARY_SCORES$TASK_NAME_HEADER,SERVER,Task Name,Task Name
DASHBOARDS$ASSESSMENT$ASSESSMENTS_TASKS$SUMMARY_SCORES$STATUS_HEADER,SERVER,Status,Status
DASHBOARDS$ASSESSMENT$ASSESSMENTS_TASKS$SUMMARY_SCORES$ASSIGNEE_HEADER,SERVER,Assignee,Assignee
DASHBOARDS$ASSESSMENT$ASSESSMENTS_TASKS$SUMMARY_SCORES$PLANNED_START_HEADER,SERVER,Planned Start Date,Planned Start Date
DASHBOARDS$ASSESSMENT$ASSESSMENTS_TASKS$SUMMARY_SCORES$PLANNED_END_HEADER,SERVER,Planned End Date,Planned End Date
DASHBOARDS$ASSESSMENT$ASSESSMENTS_TASKS$SUMMARY_SCORES$ACTUAL_START_HEADER,SERVER,Actual Start Date,Actual Start Date
DASHBOARDS$ASSESSMENT$ASSESSMENTS_TASKS$SUMMARY_SCORES$ACTUAL_END_HEADER,SERVER,Actual End Date,Actual End Date
DASHBOARDS$ASSESSMENT$ASSESSMENTS_REQUIREMENTS$ITEM_NAME,SERVER,Assessments and Requirements,Assessments and Requirements
DASHBOARDS$ASSESSMENT$ASSESSMENTS_REQUIREMENTS$ITEM_DESCRIPTION,SERVER,Assessments and Requirements Summary Scores,Assessments and Requirements Summary Scores
DASHBOARDS$ASSESSMENT$ASSESSMENTS_REQUIREMENTS$ASSESSMENT_NAME_HEADER,SERVER,Assessment Name,Assessment Name
DASHBOARDS$ASSESSMENT$ASSESSMENTS_REQUIREMENTS$SECURITY_FRAMEWORK_HEADER,SERVER,Security Framework,Security Framework
DASHBOARDS$ASSESSMENT$ASSESSMENTS_REQUIREMENTS$REQUIREMENT_NUMBER_HEADER,SERVER,Requirement #,Requirement #
DASHBOARDS$ASSESSMENT$ASSESSMENTS_REQUIREMENTS$REQUIREMENT_DESCRIPTION_HEADER,SERVER,Requirement Description,Requirement Description
DASHBOARDS$ASSESSMENT$ASSESSMENTS_REQUIREMENTS$CONTROL_IMPL_STATUS_HEADER,SERVER,Control Implementation Status,Control Implementation Status
DASHBOARDS$ASSESSMENT$ASSESSMENTS_REQUIREMENTS$TASK_HEADER,SERVER,Task,Task
DASHBOARDS$ASSESSMENT$ASSESSMENTS_REQUIREMENTS$PERCENT_IN_PLACE_HEADER,SERVER,Percent in Place,Percent in Place
DASHBOARDS$ASSESSMENT$ASSESSMENTS_REQUIREMENTS$COMMENTS_HEADER,SERVER,Comments,Comments
DASHBOARDS$ASSESSMENT$ASSESSMENTS_REQUIREMENTS$CONTROL_ORIGINATION_HEADER,SERVER,Control Origination,Control Origination
DASHBOARDS$ASSESSMENT$ASSESSMENTS_REQUIREMENTS$TESTER_NAME_HEADER,SERVER,Tester Name,Tester Name
DASHBOARDS$RESOURCES$NAME,SERVER,Resource Utilization,Resource Utilization
DASHBOARDS$RESOURCES$DESCRIPTION,SERVER,Displays the resource utilization and planning,Displays the resource utilization and planning
DASHBOARDS$RESOURCES$RESOURCES_SCORES$EMPLOYEE_NAME_HEADER,SERVER,Employee Name,Employee Name
DASHBOARDS$RESOURCES$RESOURCES_SCORES$PROJECT_NAME_HEADER,SERVER,Project Name,Project Name
DASHBOARDS$RESOURCES$RESOURCES_SCORES$TASK_NAME_HEADER,SERVER,Task Name,Task Name
DASHBOARDS$RESOURCES$RESOURCES_SCORES$EST_HOURS_HEADER,SERVER,Est Hours,Est Hours
DASHBOARDS$RESOURCES$RESOURCES_SCORES$ACTUAL_HOURS_HEADER,SERVER,Actual Hours,Actual Hours
DASHBOARDS$RESOURCES$RESOURCES_SCORES$STATUS_HEADER,SERVER,Status,Status
DASHBOARDS$RESOURCES$RESOURCES_SCORES$APPROVAL_HEADER,SERVER,Approval,Approval
DASHBOARDS$RESOURCES$RESOURCES_SCORES$START_DATE_HEADER,SERVER,Start Date,Start Date
DASHBOARDS$RESOURCES$RESOURCES_SCORES$END_DATE_HEADER,SERVER,End Date,End Date
DASHBOARDS$RESOURCES$RESOURCES_SCORES$COMMENTS_HEADER,SERVER,Comments,Comments
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$NAME,SERVER,GDPR Dashboard,GDPR Dashboard
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$DESCRIPTION,SERVER,GDPR Dashboard,GDPR Dashboard
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$SYSTEM_STATUS$ITEM_NAME,SERVER,System GDPR Status,System GDPR Status
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$SYSTEM_STATUS$SUMMARY$SYSTEM_HEADER,SERVER,System,System
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$SYSTEM_STATUS$SUMMARY$STATUS_HEADER,SERVER,Status,Status
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$SYSTEM_STATUS$SUMMARY$BUSINESS_UNIT_HEADER,SERVER,Business Unit,Business Unit
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$SYSTEM_STATUS$SUMMARY$ASSET_CLASS_HEADER,SERVER,Asset Class,Asset Class
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$SYSTEM_STATUS$SUMMARY$OWNER_HEADER,SERVER,Owner,Owner
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$SYSTEM_STATUS$SUMMARY$QUESTIONS_APPLIED_HEADER,SERVER,Questions Applied,Questions Applied
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$SYSTEM_STATUS$SUMMARY$QUESTIONS_ANSWERED_HEADER,SERVER,Questions Answered,Questions Answered
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$SYSTEM_STATUS$SUMMARY$COMPLIANCE_HEADER,SERVER,Compliance,Compliance
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$ITEM_NAME,SERVER,Organization GDPR Status,Organization GDPR Status
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$SUMMARY$ITEM_NAME,SERVER,Summary,Summary
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$SUMMARY$COMPLIANCE_HEADER,SERVER,Compliance,Compliance
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$SUMMARY$FILES_NUMBER_HEADER,SERVER,Files number,Files number
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$SUMMARY$ARTICLES_NUMBER_HEADER,SERVER,Articles number,Articles number
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$SUMMARY$ARTICLES_PROCESSED_HEADER,SERVER,Articles processed,Articles processed
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$ARTICLES_STATUSES$ITEM_NAME,SERVER,Article Statuses,Article Statuses
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$ARTICLES_STATUSES$RECORD_NUMBER_HEADER,SERVER,#,#
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$ARTICLES_STATUSES$CHAPTER_HEADER,SERVER,Chapter,Chapter
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$ARTICLES_STATUSES$ARTICLE_NUMBER_HEADER,SERVER,Article #,Article #
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$ARTICLES_STATUSES$ARTICLE_HEADER,SERVER,Article,Article
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$ARTICLES_STATUSES$QUESTION_HEADER,SERVER,Question,Question
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$ARTICLES_STATUSES$COMPLIANCE_HEADER,SERVER,Compliance,Compliance
DRILLDOWNS$VENDOR_QUALS_DOMAIN$ITEM_NAME,SERVER,"Vendor ""{0}"". {1} Drilldown.","Vendor ""{0}"". {1} Drilldown."
DRILLDOWNS$VENDOR_QUALS_DOMAIN$QUALS_DOMAIN_TABLE$ITEM_NAME,SERVER,Drill down to {0} Metrics - Cyber Risk Score: {1},Drill down to {0} Metrics - Cyber Risk Score: {1}
DRILLDOWNS$VENDOR_QUALS_DOMAIN$QUALS_DOMAIN_TABLE$QUESTION_HEADER,SERVER,Question,Question
DRILLDOWNS$VENDOR_QUALS_DOMAIN$QUALS_DOMAIN_TABLE$WEIGHT_HEADER,SERVER,Weight,Weight
DRILLDOWNS$VENDOR_QUALS_DOMAIN$QUALS_DOMAIN_TABLE$ANSWER_HEADER,SERVER,Answer,Answer
DRILLDOWNS$VENDOR_QUALS_DOMAIN$QUALS_DOMAIN_TABLE$ANSWER_WEIGHT_HEADER,SERVER,Answer Weight,Answer Weight
DRILLDOWNS$VENDOR_QUALS_DOMAIN$QUALS_DOMAIN_TABLE$SCORE_HEADER,SERVER,Score,Score
DRILLDOWNS$VENDOR_QUALS_DOMAIN$QUALS_DOMAIN_TABLE$MAX_SCORE_HEADER,SERVER,Max Score,Max Score
DRILLDOWNS$VENDOR_QUAL$ITEM_NAME,SERVER,"Vendor ""{0}"". Qualitative Metrics Drilldown.","Vendor ""{0}"". Qualitative Metrics Drilldown."
DRILLDOWNS$VENDOR_QUAL$TOTAL_CYBERRISK_SCORE$ITEM_NAME,SERVER,Total Cyber Risk Score: {0},Total Cyber Risk Score: {0}
DRILLDOWNS$VENDOR_QUAL$TOTAL_CYBERRISK_SCORE$METRIC_NAME_HEADER,SERVER,Metric Name,Metric Name
DRILLDOWNS$VENDOR_QUAL$TOTAL_CYBERRISK_SCORE$FORMULA_HEADER,SERVER,Formula,Formula
DRILLDOWNS$VENDOR_QUAL$TOTAL_CYBERRISK_SCORE$CALCULATIONS_HEADER,SERVER,Calculations,Calculations
DRILLDOWNS$VENDOR_QUAL$TOTAL_CYBERRISK_SCORE$TARGET_VALUE_HEADER,SERVER,Target Value,Target Value
DRILLDOWNS$VENDOR_QUAL$TOTAL_CYBERRISK_SCORE$LIKELIHOOD_FORMULA,SERVER,Total Answers Weight / Max Answers Weight,Total Answers Weight / Max Answers Weight
DRILLDOWNS$VENDOR_QUAL$TOTAL_CYBERRISK_SCORE$IMPACT_FORMULA,SERVER,Total Answers Weight / Max Answers Weight,Total Answers Weight / Max Answers Weight
DRILLDOWNS$VENDOR_QUAL$TOTAL_CYBERRISK_SCORE$TOTAL_COLUMN_VALUE,SERVER,Total,Total
DRILLDOWNS$VENDOR_QUAL$TOTAL_CYBERRISK_SCORE$TOTAL_FORMULA,SERVER,(Impact + Likelihood) / 2,(Impact + Likelihood) / 2
DRILLDOWNS$SYSTEM_QUALS_DOMAIN$ITEM_NAME,SERVER,"System ""{0}"". {1} Drilldown.","System ""{0}"". {1} Drilldown."
DRILLDOWNS$SYSTEM_QUALS_DOMAIN$TABLE$ITEM_NAME,SERVER,Scoring Questions for {0},Scoring Questions for {0}
DRILLDOWNS$SYSTEM_QUALS_DOMAIN$TABLE$ALTERNATIVE_ITEM_NAME,SERVER,Drill down to {0} Metrics - Cyber Risk Score: {1},Drill down to {0} Metrics - Cyber Risk Score: {1}
DRILLDOWNS$SYSTEM_QUALS_DOMAIN$TABLE$QUESTION_HEADER,SERVER,Question,Question
DRILLDOWNS$SYSTEM_QUALS_DOMAIN$TABLE$WEIGHT_HEADER,SERVER,Weight,Weight
DRILLDOWNS$SYSTEM_QUALS_DOMAIN$TABLE$ANSWER_HEADER,SERVER,Answer,Answer
DRILLDOWNS$SYSTEM_QUALS_DOMAIN$TABLE$ANSWER_WEIGHT_HEADER,SERVER,Answer Weight,Answer Weight
DRILLDOWNS$SYSTEM_QUALS_DOMAIN$TABLE$SCORE_HEADER,SERVER,Score,Score
DRILLDOWNS$SYSTEM_QUALS_DOMAIN$TABLE$MAX_SCORE_HEADER,SERVER,Max Score,Max Score
DRILLDOWNS$SYSTEM_QUAL$ITEM_NAME,SERVER,"System ""{0}"". Drilldown.","System ""{0}"". Drilldown."
DRILLDOWNS$SYSTEM_QUAL$SYSTEM_ASSIGNMENTS$ITEM_NAME,SERVER,System Assignments,System Assignments
DRILLDOWNS$SYSTEM_QUAL$SYSTEM_ASSIGNMENTS$PERSON_NAME_HEADER,SERVER,Person Name,Person Name
DRILLDOWNS$SYSTEM_QUAL$SYSTEM_ASSIGNMENTS$BUSINESS_UNIT_HEADER,SERVER,Business Unit,Business Unit
DRILLDOWNS$SYSTEM_QUAL$SYSTEM_ASSIGNMENTS$STATUS_HEADER,SERVER,Status,Status
DRILLDOWNS$SYSTEM_QUAL$SCORING_RISK_METRICS$ITEM_NAME,SERVER,Scoring Risk Metrics,Scoring Risk Metrics
DRILLDOWNS$SYSTEM_QUAL$SCORING_RISK_METRICS$METRIC_NAME_HEADER,SERVER,Metric Name,Metric Name
DRILLDOWNS$SYSTEM_QUAL$SCORING_RISK_METRICS$FORMULA_HEADER,SERVER,Formula,Formula
DRILLDOWNS$SYSTEM_QUAL$SCORING_RISK_METRICS$TARGET_VALUE_HEADER,SERVER,Target Value,Target Value
DRILLDOWNS$SYSTEM_QUAL$SCORING_METRICS$ITEM_NAME,SERVER,Scoring Metrics,Scoring Metrics
DRILLDOWNS$SYSTEM_QUAL$SCORING_METRICS$METRIC_NAME_HEADER,SERVER,Metric Name,Metric Name
DRILLDOWNS$SYSTEM_QUAL$SCORING_METRICS$FORMULA_HEADER,SERVER,Formula,Formula
DRILLDOWNS$SYSTEM_QUAL$SCORING_METRICS$TARGET_VALUE_HEADER,SERVER,Target Value,Target Value
DRILLDOWNS$SYSTEM_QUAL$SCORING_METRICS$FORMULA_VALUE,SERVER,Σ(Question Weight * Answer Weight) / Σ(Question Weight * MAX(Answer Weight)),Σ(Question Weight * Answer Weight) / Σ(Question Weight * MAX(Answer Weight))
DRILLDOWNS$VENDOR_QUANT$ITEM_NAME,SERVER,"Vendor ""{0}"". Quantification Drilldown.","Vendor ""{0}"". Quantification Drilldown."
DRILLDOWNS$VENDOR_QUANT$VENDOR$ITEM_NAME,SERVER,Vendor Drilldown,Vendor Drilldown
DRILLDOWNS$VENDOR_QUANT$VENDOR$TOTAL_EXPOSURE$ITEM_NAME,SERVER,Total Vendor Exposure: ${0},Total Vendor Exposure: ${0}
DRILLDOWNS$VENDOR_QUANT$VENDOR$TOTAL_EXPOSURE$METRIC_QUANT_HEADER,SERVER,Metric Quantification,Metric Quantification
DRILLDOWNS$VENDOR_QUANT$VENDOR$TOTAL_EXPOSURE$SUMMARY_HEADER,SERVER,Summary,Summary
DRILLDOWNS$VENDOR_QUANT$VENDOR$SUMMARY$ITEM_NAME,SERVER,Quantification Metrics Summary,Quantification Metrics Summary
DRILLDOWNS$VENDOR_QUANT$VENDOR$SUMMARY$METRIC_NAME_HEADER,SERVER,Metric Name,Metric Name
DRILLDOWNS$VENDOR_QUANT$VENDOR$SUMMARY$QUANT_HEADER,SERVER,Quantification,Quantification
DRILLDOWNS$VENDOR_QUANT$VENDOR$SUMMARY$FORMULA_HEADER,SERVER,Formula,Formula
DRILLDOWNS$VENDOR_QUANT$VENDOR$SUMMARY$CALCULATION_HEADER,SERVER,Calculation,Calculation
DRILLDOWNS$SYSTEM_QUANT$ITEM_NAME,SERVER,"System ""{0}"". Quantification Drilldown.","System ""{0}"". Quantification Drilldown."
DRILLDOWNS$SYSTEM_QUANT$SYSTEM$ITEM_NAME,SERVER,System Drilldown,System Drilldown
DRILLDOWNS$SYSTEM_QUANT$SYSTEM$TOTAL_EXPOSURE$ITEM_NAME,SERVER,Total System Exposure: ${0},Total System Exposure: ${0}
DRILLDOWNS$SYSTEM_QUANT$SYSTEM$TOTAL_EXPOSURE$ITEM_NAME_STATIC,SERVER,Total System Exposure,Total System Exposure
DRILLDOWNS$SYSTEM_QUANT$SYSTEM$MAX_EXPOSURE$ITEM_NAME_STATIC,SERVER,Max System Exposure,Max System Exposure
DRILLDOWNS$SYSTEM_QUANT$SYSTEM$TOTAL_EXPOSURE$METRIC_QUANT_HEADER,SERVER,Metric Quantification,Metric Quantification
DRILLDOWNS$SYSTEM_QUANT$SYSTEM$TOTAL_EXPOSURE$SUMMARY_HEADER,SERVER,Summary,Summary
DRILLDOWNS$SYSTEM_QUANT$SYSTEM$VAR_AND_VAL$VARIABLE_HEADER,SERVER,Variable,Variable
DRILLDOWNS$SYSTEM_QUANT$SYSTEM$VAR_AND_VAL$VALUE_HEADER,SERVER,Value,Value
DRILLDOWNS$SYSTEM_QUANT$SYSTEM$SUMMARY$ITEM_NAME,SERVER,Quantification Metrics Summary,Quantification Metrics Summary
DRILLDOWNS$SYSTEM_QUANT$SYSTEM$SUMMARY$METRIC_NAME_HEADER,SERVER,Metric Name,Metric Name
DRILLDOWNS$SYSTEM_QUANT$SYSTEM$SUMMARY$QUANT_HEADER,SERVER,Quantification,Quantification
DRILLDOWNS$SYSTEM_QUANT$SYSTEM$SUMMARY$FORMULA_HEADER,SERVER,Formula,Formula
DRILLDOWNS$SYSTEM_QUANT$SYSTEM$SUMMARY$CALCULATIONS_HEADER,SERVER,Calculations,Calculations
DRILLDOWNS$ADMIN_SYSOWN$ITEM_NAME,SERVER,"User ""{0}""{1}. Full Admin Drilldown.","User ""{0}""{1}. Full Admin Drilldown."
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUANT$ITEM_NAME,SERVER,Quantification score for\u0020,Quantification score for\u0020
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUANT$SYSTEM_NAME_HEADER,SERVER,System Name,System Name
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUANT$FORMULA_HEADER,SERVER,Formula,Formula
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUANT$NUMBER_OF_RECORDS_HEADER,SERVER,Number of Records,Number of Records
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUANT$DATA_EXFILTRATION_HEADER,SERVER,Data Exfiltration,Data Exfiltration
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUAL$ITEM_NAME,SERVER,[System Owner] Qualitative Scores,[System Owner] Qualitative Scores
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUAL$IMPACT_HEADER,SERVER,Impact,Impact
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUAL$LIKELIHOOD_HEADER,SERVER,Likelihood,Likelihood
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUAL$SYSTEM_HEADER,SERVER,System,System
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUAL$SCORE_HEADER,SERVER,Score,Score
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUAL$ANSWERS_WEIGHT_HEADER,SERVER,Answers Weight,Answers Weight
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUAL$TOTAL_WEIGHT_HEADER,SERVER,Total Weight,Total Weight
DRILLDOWNS$ADMIN_SYSOWN$VENDOR_QUAL$ITEM_NAME,SERVER,[Vendor Owner] Vendor Qualitative Scores,[Vendor Owner] Vendor Qualitative Scores
DRILLDOWNS$ADMIN_SYSOWN$VENDOR_QUAL$ALTERNATIVE_ITEM_NAME,SERVER,[Vendor Owner] Cloud Qualitative Scores,[Vendor Owner] Cloud Qualitative Scores
DRILLDOWNS$ADMIN_SYSOWN$VENDOR_QUAL$IMPACT_HEADER,SERVER,Impact,Impact
DRILLDOWNS$ADMIN_SYSOWN$VENDOR_QUAL$LIKELIHOOD_HEADER,SERVER,Likelihood,Likelihood
DRILLDOWNS$ADMIN_SYSOWN$VENDOR_QUAL$SYSTEM_VENDOR_HEADER,SERVER,System / Vendor,System / Vendor
DRILLDOWNS$ADMIN_SYSOWN$VENDOR_QUAL$SCORE_HEADER,SERVER,Score,Score
DRILLDOWNS$ADMIN_SYSOWN$VENDOR_QUAL$ANSWERS_WEIGHT_HEADER,SERVER,Answers Weight,Answers Weight
DRILLDOWNS$ADMIN_SYSOWN$VENDOR_QUAL$TOTAL_WEIGHT_HEADER,SERVER,Total Weight,Total Weight
DRILLDOWNS$ADMIN_SYSOWN_QUANT$ITEM_NAME,SERVER,"User ""{0}"". Quantification Drilldown.","User ""{0}"". Quantification Drilldown."
DRILLDOWNS$ADMIN_SYSOWN_QUAL$ITEM_NAME,SERVER,"User ""{0}"". Qualitative Drilldown.","User ""{0}"". Qualitative Drilldown."
DRILLDOWNS$ADMIN_SYSOWN_VENDOR_QUAL$ITEM_NAME,SERVER,"User ""{0}"". Qualitative Drilldown.","User ""{0}"". Qualitative Drilldown."
DRILLDOWNS$ADMIN_SYSOWN_VENDOR_QUAL$VENDOR_QUAL_SCORES$ITEM_NAME,SERVER,[System Owner] Vendor Qualitative Scores,[System Owner] Vendor Qualitative Scores
DRILLDOWNS$ADMIN_SYSOWN_VENDOR_QUAL$VENDOR_QUAL_SCORES$ALTERNATIVE_ITEM_NAME,SERVER,[System Owner] Cloud Qualitative Scores,[System Owner] Cloud Qualitative Scores
DRILLDOWNS$ADMIN_SYSOWN_VENDOR_QUAL$VENDOR_QUAL_SCORES$IMPACT_HEADER,SERVER,Impact,Impact
DRILLDOWNS$ADMIN_SYSOWN_VENDOR_QUAL$VENDOR_QUAL_SCORES$LIKELIHOOD_HEADER,SERVER,Likelihood,Likelihood
DRILLDOWNS$ADMIN_SYSOWN_VENDOR_QUAL$VENDOR_QUAL_SCORES$SYSTEM_VENDOR_HEADER,SERVER,System / Vendor,System / Vendor
DRILLDOWNS$ADMIN_SYSOWN_VENDOR_QUAL$VENDOR_QUAL_SCORES$SCORE_HEADER,SERVER,Score,Score
DRILLDOWNS$ADMIN_SYSOWN_VENDOR_QUAL$VENDOR_QUAL_SCORES$ANSWER_WEIGHT_HEADER,SERVER,Answers Weight,Answers Weight
DRILLDOWNS$ADMIN_SYSOWN_VENDOR_QUAL$VENDOR_QUAL_SCORES$TOTAL_WEIGHT_HEADER,SERVER,Total Weight,Total Weight
DRILLDOWNS$ADMIN_VENOWN_QUAL$ITEM_NAME,SERVER,"User ""{0}"". Qualitative Drilldown.","User ""{0}"". Qualitative Drilldown."
DRILLDOWNS$BUDGET$ITEM_NAME,SERVER,Budget Drilldown [{0}].,Budget Drilldown [{0}].
DRILLDOWNS$BUDGET$FIXED_CAPITAL_COSTS$ITEM_NAME,SERVER,Fixed Capital Costs - Security Tool,Fixed Capital Costs - Security Tool
DRILLDOWNS$BUDGET$FIXED_CAPITAL_COSTS$FIXED_CAPITAL_COSTS_HEADER,SERVER,Fixed Capital Costs,Fixed Capital Costs
DRILLDOWNS$BUDGET$FIXED_CAPITAL_COSTS$BU_HEADER,SERVER,BU,BU
DRILLDOWNS$BUDGET$FIXED_CAPITAL_COSTS$DATE_HEADER,SERVER,Date,Date
DRILLDOWNS$BUDGET$FIXED_CAPITAL_COSTS$LICENSE_COST_HEADER,SERVER,License Cost,License Cost
DRILLDOWNS$BUDGET$FIXED_CAPITAL_COSTS$TOTAL_COST_HEADER,SERVER,Total Cost,Total Cost
DRILLDOWNS$BUDGET$FIXED_CAPITAL_COSTS$TOTAL_TOOL_COST_HEADER,SERVER,Total Tool Cost,Total Tool Cost
DRILLDOWNS$BUDGET$FIXED_OPERATIONAL_COSTS$ITEM_NAME,SERVER,Fixed Operational Costs - Personnel,Fixed Operational Costs - Personnel
DRILLDOWNS$BUDGET$FIXED_OPERATIONAL_COSTS$FIXED_OPERATIONAL_COSTS_HEADER,SERVER,Fixed Operational Costs,Fixed Operational Costs
DRILLDOWNS$BUDGET$FIXED_OPERATIONAL_COSTS$BU_HEADER,SERVER,BU,BU
DRILLDOWNS$BUDGET$FIXED_OPERATIONAL_COSTS$DATE_HEADER,SERVER,Date,Date
DRILLDOWNS$BUDGET$FIXED_OPERATIONAL_COSTS$COST_HEADER,SERVER,Cost,Cost
DRILLDOWNS$BUDGET$FIXED_OPERATIONAL_COSTS$TOTAL_COST_HEADER,SERVER,Total Cost,Total Cost
DRILLDOWNS$BUDGET$FIXED_OPERATIONAL_COSTS$TOTAL_PERSONNEL_COST_HEADER,SERVER,Total Personnel Cost,Total Personnel Cost
DRILLDOWNS$BUDGET$FIXED_VARIABLE_COSTS$ITEM_NAME,SERVER,Variable Costs,Variable Costs
DRILLDOWNS$BUDGET$FIXED_VARIABLE_COSTS$VARIABLE_COSTS_HEADER,SERVER,Variable Costs,Variable Costs
DRILLDOWNS$BUDGET$FIXED_VARIABLE_COSTS$SYSTEM_HEADER,SERVER,System,System
DRILLDOWNS$BUDGET$FIXED_VARIABLE_COSTS$BU_HEADER,SERVER,BU,BU
DRILLDOWNS$BUDGET$FIXED_VARIABLE_COSTS$DATE_HEADER,SERVER,Date,Date
DRILLDOWNS$BUDGET$FIXED_VARIABLE_COSTS$PERSONNEL_COST_HEADER,SERVER,Personnel Cost,Personnel Cost
DRILLDOWNS$BUDGET$FIXED_VARIABLE_COSTS$EQUIPMENT_COST_HEADER,SERVER,Equipment Cost,Equipment Cost
DRILLDOWNS$BUDGET$FIXED_VARIABLE_COSTS$TOTAL_COST_HEADER,SERVER,Total Cost,Total Cost
DRILLDOWNS$BUDGET$FIXED_VARIABLE_COSTS$TOTAL_PERSONNEL_HEADER,SERVER,Total Personnel Cost,Total Personnel Cost
DRILLDOWNS$VENDOR$ITEM_NAME,SERVER,Question drilldown: {0},Question drilldown: {0}
DRILLDOWNS$VENDOR$TOTAL_STATISTICS$ITEM_NAME,SERVER,Total question statistics,Total question statistics
DRILLDOWNS$VENDOR$TOTAL_STATISTICS$ANSWER_HEADER,SERVER,Answer,Answer
DRILLDOWNS$VENDOR$TOTAL_STATISTICS$WEIGHT_HEADER,SERVER,Weight,Weight
DRILLDOWNS$VENDOR$TOTAL_STATISTICS$COUNT_HEADER,SERVER,Count,Count
DRILLDOWNS$VENDOR$TOTAL_STATISTICS$PERCENT_HEADER,SERVER,Percent,Percent
DRILLDOWNS$VENDOR$TOTAL_STATISTICS$VALUE_HEADER,SERVER,Value,Value
DRILLDOWNS$VENDOR$DETAILED_STATISTICS$ITEM_NAME,SERVER,Detailed question statistics,Detailed question statistics
DRILLDOWNS$VENDOR$DETAILED_STATISTICS$VENDOR_HEADER,SERVER,Vendor,Vendor
DRILLDOWNS$VENDOR$DETAILED_STATISTICS$ANSWER_HEADER,SERVER,Answer,Answer
DRILLDOWNS$VENDOR$DETAILED_STATISTICS$WEIGHT_HEADER,SERVER,Weight,Weight
