Constant,Scope,Value,Default Value
HINT.CYBERSECURITY_MATURITY_TITLE.TITLE,HINTS,Cybersecurity maturity,Cybersecurity maturity
HINT.CYBER_SECURITY_TOOLS_TITLE.BODY,HINTS,CYBER_SECURITY_TOOLS$TITLE,CYBER_SECURITY_TOOLS$TITLE
HINT.CYBER_SECURITY_TOOLS_TITLE.TITLE,HINTS,CYBER_SECURITY_TOOLS$TITLE,CYBER_SECURITY_TOOLS$TITLE
HINT.DATA_CLASSES_TITLE.BODY,HINTS,"Data classes are classifications of data that relate to regulatory compliance requirements in information security.  It is also used by Data Governance  teams as a set of variables with known values to predict the unknown or future values of other variables. It can be used in e.g. direct marketing, insurance fraud detection or medical diagnosis just to name a few use cases.","Data classes are classifications of data that relate to regulatory compliance requirements in information security.  It is also used by Data Governance  teams as a set of variables with known values to predict the unknown or future values of other variables. It can be used in e.g. direct marketing, insurance fraud detection or medical diagnosis just to name a few use cases."
HINT.DATA_CLASSES_TITLE.TITLE,HINTS,Data Classes,Data Classes
HINT.DATA_DOMAINS_CREATE_TITLE.BODY,HINTS,Data domains create title,Data domains create title
HINT.DATA_DOMAINS_EDIT_TITLE.BODY,HINTS,Data domains edit title,Data domains edit title
HINT.DATA_DOMAINS_TITLE.BODY,HINTS,"A data domain is logical grouping of items of interest to the organization, or areas of interest within the organization.","A data domain is logical grouping of items of interest to the organization, or areas of interest within the organization."
HINT.DATA_EXFILTRATION_TITLE.BODY,HINTS,"Data Exfiltration is when data is stolen by cyber criminals due to many causes such as misconfigured systems, or poor access controls.  Specifically, it is the unauthorized copying, transfer or retrieval of data from a computer or server.","Data Exfiltration is when data is stolen by cyber criminals due to many causes such as misconfigured systems, or poor access controls.  Specifically, it is the unauthorized copying, transfer or retrieval of data from a computer or server."
HINT.DATA_EXFILTRATION_TITLE.TITLE,HINTS,Data exfiltration,Data exfiltration
HINT.DOMAINS_TITLE.BODY,HINTS,"A data domain is logical grouping of items of interest to the organization, or areas of interest within the organization.","A data domain is logical grouping of items of interest to the organization, or areas of interest within the organization."
HINT.DOMAINS_TITLE.TITLE,HINTS,Domains,Domains
HINT.EXPOSURE_METRICS_CREATE_TITLE.BODY,HINTS,Exposure metrics create title,Exposure metrics create title
HINT.EXPOSURE_METRICS_EDIT_TITLE.BODY,HINTS,Exposure metrics edit title,Exposure metrics edit title
HINT.EXPOSURE_METRICS_TITLE.BODY,HINTS,List of metrics that compile the aggregate cyber risk exposure calculation.,List of metrics that compile the aggregate cyber risk exposure calculation.
HINT.EXPOSURE_METRICS_TITLE.TITLE,HINTS,Exposure metrics,Exposure metrics
HINT.EXPOSURE_MODELS_TITLE.BODY,HINTS,As set of financial and qualitative models that use individual or aggregate elements to cyber risk and measure likelihood.,As set of financial and qualitative models that use individual or aggregate elements to cyber risk and measure likelihood.
HINT.EXPOSURE_MODELS_TITLE.TITLE,HINTS,Exposure models,Exposure models
HINT.FIXED_CAPITAL_COSTS_CREATE_TITLE.BODY,HINTS,Fixed capital costs create title,Fixed capital costs create title
HINT.FIXED_CAPITAL_COSTS_EDIT_TITLE.BODY,HINTS,Fixed capital costs edit title,Fixed capital costs edit title
HINT.FIXED_CAPITAL_COSTS_TITLE.BODY,HINTS,Catalog and details of Fixed Capital Costs attributable to your organization's cyber budget.,Catalog and details of Fixed Capital Costs attributable to your organization's cyber budget.
HINT.FIXED_CAPITAL_COSTS_TITLE.TITLE,HINTS,Fixed capital costs,Fixed capital costs
HINT.FIXED_OPERATIONAL_COSTS_TITLE.BODY,HINTS,Catalog and details of Fixed Operational Costs attributable to your organization's cyber budget.,Catalog and details of Fixed Operational Costs attributable to your organization's cyber budget.
HINT.FIXED_OPERATIONAL_COSTS_TITLE.TITLE,HINTS,Fixed operational costs,Fixed operational costs
HINT.GDPR_ARTICLES_IMPORT_EXPORT_TITLE.BODY,HINTS,Gdpr articles import export title,Gdpr articles import export title
HINT.GDPR_EVIDENCE_DOCUMENTS_CREATE_TITLE.BODY,HINTS,Gdpr evidence documents create title,Gdpr evidence documents create title
HINT.GDPR_EVIDENCE_DOCUMENTS_EDIT_TITLE.BODY,HINTS,Gdpr evidence documents edit title,Gdpr evidence documents edit title
HINT.GDPR_EVIDENCE_DOCUMENTS_TITLE.BODY,HINTS,A collection of evidence for each GDPR requirement mapped to each article.,A collection of evidence for each GDPR requirement mapped to each article.
HINT.GDPR_ORGANIZATION_COMPLIANCE_CREATE_TITLE.BODY,HINTS,Gdpr organization compliance create title,Gdpr organization compliance create title
HINT.GDPR_ORGANIZATION_COMPLIANCE_EDIT_TITLE.BODY,HINTS,Gdpr organization compliance edit title,Gdpr organization compliance edit title
HINT.GDPR_ORGANIZATION_COMPLIANCE_STATUS_LOG_TITLE.BODY,HINTS,Gdpr organization compliance status log title,Gdpr organization compliance status log title
HINT.GDPR_ORGANIZATION_COMPLIANCE_TITLE.BODY,HINTS,A set of GDPR articles and the level of compliance for each article that need only to be fulfilled at the organizational level (ie. just once).,A set of GDPR articles and the level of compliance for each article that need only to be fulfilled at the organizational level (ie. just once).
HINT.GDPR_SYSTEM_COMPLIANCE_STATUS_LOG_TITLE.BODY,HINTS,Gdpr system compliance status log title,Gdpr system compliance status log title
HINT.GDPR_SYSTEM_COMPLIANCE_TITLE.BODY,HINTS,A set of GDPR articles and the level of compliance for each article that need to be fulfilled at the system organizational level (ie. for each system).,A set of GDPR articles and the level of compliance for each article that need to be fulfilled at the system organizational level (ie. for each system).
HINT.GEO_RECORDS_PROCESSED_ADD.BODY,HINTS,Geo records processed add,Geo records processed add
HINT.GEO_RECORDS_PROCESSED_TITLE.BODY,HINTS,Geo records processed title,Geo records processed title
HINT.HINT_BUTTON_DATA_CLASSES_ADD.BODY,HINTS,Hint button data classes add,Hint button data classes add
HINT.HINT_BUTTON_DATA_CLASSES_DELETE.BODY,HINTS,Hint button data classes delete,Hint button data classes delete
HINT.HINT_BUTTON_DATA_CLASSES_EDIT.BODY,HINTS,Hint button data classes edit,Hint button data classes edit
HINT.HINT_BUTTON_DATA_CLASSES_SAVE.BODY,HINTS,Hint button data classes save,Hint button data classes save
HINT.HINT_BUTTON_DATA_EXFILTRATION_ADD.BODY,HINTS,Hint button data exfiltration add,Hint button data exfiltration add
HINT.HINT_BUTTON_DATA_EXFILTRATION_DELETE.BODY,HINTS,Hint button data exfiltration delete,Hint button data exfiltration delete
HINT.HINT_BUTTON_DATA_EXFILTRATION_EDIT.BODY,HINTS,Hint button data exfiltration edit,Hint button data exfiltration edit
HINT.HINTS_ABOUT_TITLE.BODY,HINTS,Hints about title,Hints about title
HINT.HINTS_KNOWLEDGE_BASE_TITLE.BODY,HINTS,Hints knowledge base title,Hints knowledge base title
HINT.HINTS_QUICK_START_TITLE.BODY,HINTS,Hints quick start title,Hints quick start title
HINT.MENU_GDPR_ARTICLES.BODY,HINTS,GDPR Articles,GDPR Articles
HINT.MENU_GDPR_ARTICLES.TITLE,HINTS,GDPR Articles,GDPR Articles
HINT.MENU_GDPR_DOCUMENTS_MAPPING.BODY,HINTS,GDPR Documents Mapping,GDPR Documents Mapping
HINT.MENU_GDPR_DOCUMENTS_MAPPING.TITLE,HINTS,GDPR Documents Mapping,GDPR Documents Mapping
HINT.MENU_GDPR_EVIDENCE_DOCUMENTS.BODY,HINTS,Catalog of Organization's documents evidencing or supporting GDPR compliance work.,Catalog of Organization's documents evidencing or supporting GDPR compliance work.
HINT.MENU_GDPR_EVIDENCE_DOCUMENTS.TITLE,HINTS,Evidence documents,Evidence documents
HINT.MENU_GDPR_ORGANIZATION_COMPLIANCE.BODY,HINTS,GDPR Scoring Page summarizing organization's regulatory compliance level by chapter and a list of task required to meet that requirement if not achieved.,GDPR Scoring Page summarizing organization's regulatory compliance level by chapter and a list of task required to meet that requirement if not achieved.
HINT.MENU_GDPR_ORGANIZATION_COMPLIANCE.TITLE,HINTS,Organization compliance,Organization compliance
HINT.MENU_GDPR_SYSTEM_COMPLIANCE.BODY,HINTS,A listing of identified organization's system and their GDPR compliance score including link to pertinent system compliance scoring questions.,A listing of identified organization's system and their GDPR compliance score including link to pertinent system compliance scoring questions.
HINT.MENU_GDPR_SYSTEM_COMPLIANCE.TITLE,HINTS,System compliance,System compliance
HINT.MENU_HOME_PAGE.BODY,HINTS,Home page,Home page
HINT.MENU_HOME_PAGE.TITLE,HINTS,Home page,Home page
HINT.MENU_PRIVACY_IMPACT_ASSESSMENT.BODY,HINTS,Privacy Impact Assessment / System Privacy Risk <<< SEEMS out of place > part of dashboards,Privacy Impact Assessment / System Privacy Risk <<< SEEMS out of place > part of dashboards
HINT.MENU_PRIVACY_IMPACT_ASSESSMENT.TITLE,HINTS,Privacy impact assessment,Privacy impact assessment
HINT.MENU_SETTINGS.BODY,HINTS,Settings,Settings
HINT.MENU_SETTINGS.TITLE,HINTS,Settings,Settings
HINT.MENU_SYSTEMS_RISK.BODY,HINTS,System risk,System risk
HINT.MENU_SYSTEMS_RISK.TITLE,HINTS,System risk,System risk
HINT.MY_TASKS_TITLE.BODY,HINTS,My tasks,My tasks
HINT.MY_TASKS_TITLE.TITLE,HINTS,My tasks,My tasks
HINT.ORGANIZATION_CONTROL_TEST_RESULTS_EDIT_TITLE.BODY,HINTS,Organization control test results edit title,Organization control test results edit title
HINT.ORGANIZATION_CONTROL_TEST_RESULTS_TITLE.BODY,HINTS,List of Security Control Assessment test results by maturity class at the Organizational level.,List of Security Control Assessment test results by maturity class at the Organizational level.
HINT.ORGANIZATION_CONTROL_TEST_RESULTS_TITLE.TITLE,HINTS,Organization control test results,Organization control test results
HINT.ORGANIZATION_RISK_SCORING_TITLE.BODY,HINTS,Organization risk scoring,Organization risk scoring
HINT.ORGANIZATION_RISK_SCORING_TITLE.TITLE,HINTS,Organization risk scoring,Organization risk scoring
HINT.ORGANIZATION_TITLE.BODY,HINTS,The legal name of the company that is licensing ValuRisQ.,The legal name of the company that is licensing ValuRisQ.
HINT.ORGANIZATION_TITLE.TITLE,HINTS,Organization,Organization
HINT.POLICY_MANAGEMENT_TITLE.BODY,HINTS,Policy management provides a mechanism to create and manage cybersecurity and privacy policies.  It provides for the linkage of controls to policies both internally and at the vendor level.,Policy management provides a mechanism to create and manage cybersecurity and privacy policies.  It provides for the linkage of controls to policies both internally and at the vendor level.
HINT.POLICY_MANAGEMENT_TITLE.TITLE,HINTS,Policy management,Policy management
HINT.PROCESSES_TITLE.BODY,HINTS,"A business process is a is set of digital rules that are utilized by one or more systems to take inputs, transform them and produce outputs that are reported or utilized by other systems.  In a ransomware attack they need to be prioritized in terms of their restoration.","A business process is a is set of digital rules that are utilized by one or more systems to take inputs, transform them and produce outputs that are reported or utilized by other systems.  In a ransomware attack they need to be prioritized in terms of their restoration."
HINT.PROCESSES_TITLE.TITLE,HINTS,Business Processes,Business Processes
HINT.PROFILE_TITLE.BODY,HINTS,Profile title,Profile title
HINT.REGULATORY_EXPOSURES_TITLE.BODY,HINTS,Potential loss due to non-compliance with a cyber or privacy regulation. Regulatory Loss happens when a regulator fines an organization for a cyber-breach or data subject violation.  The costs of the fines are defined by the regulator(s).,Potential loss due to non-compliance with a cyber or privacy regulation. Regulatory Loss happens when a regulator fines an organization for a cyber-breach or data subject violation.  The costs of the fines are defined by the regulator(s).
HINT.REGULATORY_EXPOSURES_TITLE.TITLE,HINTS,Regulatory exposures,Regulatory exposures
HINT.RISK_METRICS_TITLE.BODY,HINTS,Risk Metrics are a critical method to measure control effectiveness.,Risk Metrics are a critical method to measure control effectiveness.
HINT.RISK_METRICS_TITLE.TITLE,HINTS,Risk metrics,Risk metrics
HINT.SCORING_METRICS_TITLE.BODY,HINTS,Set of data that can be rolled up into a hierarchical relationship.,Set of data that can be rolled up into a hierarchical relationship.
HINT.SCORING_METRICS_TITLE.TITLE,HINTS,Metric Domain,Metric Domain
HINT.SCORING_QUESTIONS_CREATE_TITLE.BODY,HINTS,Scoring questions create title,Scoring questions create title
HINT.SCORING_QUESTIONS_EDIT_TITLE.BODY,HINTS,Scoring questions edit title,Scoring questions edit title
HINT.SCORING_QUESTIONS_IMPORT_EXPORT_TITLE.BODY,HINTS,Scoring questions import export title,Scoring questions import export title
HINT.SCORING_QUESTIONS_TITLE.BODY,HINTS,A set of assessment questions that are measuring impact and likelihood based on cybersecurity research and best practices.,A set of assessment questions that are measuring impact and likelihood based on cybersecurity research and best practices.
HINT.SCORING_QUESTIONS_TITLE.TITLE,HINTS,Scoring questions,Scoring questions
HINT.SECURITY_ASSESSMENTS_TITLE.BODY,HINTS,"A series of cyber security assessment models developed by external organizations, including regulators, self governing bodies and industry groups, sometimes segregated by industry, sector or geography.","A series of cyber security assessment models developed by external organizations, including regulators, self governing bodies and industry groups, sometimes segregated by industry, sector or geography."
HINT.SECURITY_ASSESSMENTS_TITLE.TITLE,HINTS,Security Assessments,Security Assessments
HINT.SECURITY_FRAMEWORKS_IMPORT_EXPORT_TITLE.BODY,HINTS,Security frameworks import export title,Security frameworks import export title
HINT.SECURITY_REQUIREMENTS_IMPORT_EXPORT_TITLE.BODY,HINTS,Security requirements import export title,Security requirements import export title
HINT.SECURITY_REQUIREMENTS_TITLE.BODY,HINTS,"Specific cyber security measures implemented by technologies, systems or by policies to enable measurable security controls.","Specific cyber security measures implemented by technologies, systems or by policies to enable measurable security controls."
HINT.SECURITY_REQUIREMENTS_TITLE.TITLE,HINTS,Security Requirements,Security Requirements
HINT.SECURITY_TOOLS_TITLE.BODY,HINTS,"Cyber security tools are software programs or hardware appliances built and sold to organizations and consumers to facilitate, manage, or assist in defending networks, devices, and data from digital threats or human error.","Cyber security tools are software programs or hardware appliances built and sold to organizations and consumers to facilitate, manage, or assist in defending networks, devices, and data from digital threats or human error."
HINT.SECURITY_TOOLS_TITLE.TITLE,HINTS,Security tools,Security tools
HINT.SETTINGS_TITLE.BODY,HINTS,Settings title,Settings title
HINT.SUBSIDIARY_ORGANIZATIONS_SCHEME.BODY,HINTS,Subsidiary organizations scheme,Subsidiary organizations scheme
HINT.SUBSIDIARY_ORGANIZATIONS_TITLE.BODY,HINTS,"A subsidiary is a company that belongs to another company, which is usually referred to as the parent company or the holding company. The parent holds a controlling interest in the subsidiary company, meaning it has or controls more than half of its stock.","A subsidiary is a company that belongs to another company, which is usually referred to as the parent company or the holding company. The parent holds a controlling interest in the subsidiary company, meaning it has or controls more than half of its stock."
HINT.SUBSIDIARY_ORGANIZATIONS_TITLE.TITLE,HINTS,Subsidiary organizations,Subsidiary organizations
HINT.SYSTEM_CONTROL_TEST_RESULTS_DRILLDOWN_TITLE.BODY,HINTS,System control test results drilldown title,System control test results drilldown title
HINT.SYSTEM_CONTROL_TEST_RESULTS_EDIT_TITLE.BODY,HINTS,System control test results edit title,System control test results edit title
HINT.SYSTEM_CONTROL_TEST_RESULTS_TITLE.BODY,HINTS,List of Security Control Assessment test results by Systems,List of Security Control Assessment test results by Systems
HINT.SYSTEM_CONTROL_TEST_RESULTS_TITLE.TITLE,HINTS,System control test results,System control test results
HINT.SYSTEM_RISK_REDUCTION_TITLE.BODY,HINTS,"List of recommended systems to reduce identified cyber risk, including tool price and risk reduction effectiveness","List of recommended systems to reduce identified cyber risk, including tool price and risk reduction effectiveness"
HINT.SYSTEM_RISK_REDUCTION_TITLE.TITLE,HINTS,System risk reduction,System risk reduction
HINT.SYSTEMS_CREATE.BODY,HINTS,Systems create,Systems create
HINT.SYSTEMS_EDIT.BODY,HINTS,Systems edit,Systems edit
HINT.SYSTEMS_RISK_IMPORT_EXPORT_TITLE.BODY,HINTS,Systems risk import export title,Systems risk import export title
HINT.SYSTEMS_TITLE.BODY,HINTS,"A system is a consolidated set of technologies that provides the basis for collecting, creating, storing, processing, and distributing information.","A system is a consolidated set of technologies that provides the basis for collecting, creating, storing, processing, and distributing information."
HINT.SYSTEMS_TITLE.TITLE,HINTS,Systems,Systems
HINT.TASK_CATEGORIES_TITLE.BODY,HINTS,A grouping of tasks that can be rolled up into a report.,A grouping of tasks that can be rolled up into a report.
HINT.TASKS_CREATE_TITLE.BODY,HINTS,Tasks create title,Tasks create title
HINT.TASKS_EDIT_TITLE.BODY,HINTS,Tasks edit title,Tasks edit title
HINT.TASKS_TITLE.BODY,HINTS,A piece of work to be done or undertaken.  May be stand alone or part of a project.,A piece of work to be done or undertaken.  May be stand alone or part of a project.
HINT.TASKS_TITLE.TITLE,HINTS,Tasks,Tasks
HINT.TECHNOLOGIES_TITLE.BODY,HINTS,"Technology is computer related components that typically consist of hardware and software, databases, messaging and devices.","Technology is computer related components that typically consist of hardware and software, databases, messaging and devices."
HINT.TECHNOLOGIES_TITLE.TITLE,HINTS,Technologies,Technologies
HINT.TECHNOLOGY_CATEGORIES_TITLE.BODY,HINTS,Groupings of technologies into categories for analysis.,Groupings of technologies into categories for analysis.
HINT.TECHNOLOGY_CATEGORIES_TITLE.TITLE,HINTS,Technology categories,Technology categories
HINT.USERS_CREATE_TITLE.BODY,HINTS,Users create title,Users create title
HINT.USERS_EDIT_TITLE.BODY,HINTS,Users edit title,Users edit title
HINT.USER_SETTINGS_EDIT_TITLE.BODY,HINTS,User settings edit title,User settings edit title
HINT.USER_SETTINGS_TITLE.BODY,HINTS,Listing and profile of organization's user with access to the Cyber Budget module.,Listing and profile of organization's user with access to the Cyber Budget module.
HINT.USER_SETTINGS_TITLE.TITLE,HINTS,User settings,User settings
HINT.USERS_TITLE.BODY,HINTS,Organization members who have access to the ValuRisQ platform.,Organization members who have access to the ValuRisQ platform.
HINT.USERS_TITLE.TITLE,HINTS,Users,Users
HINT.VARIABLE_COSTS_CREATE_TITLE.BODY,HINTS,Variable costs create title,Variable costs create title
HINT.VARIABLE_COSTS_EDIT_TITLE.BODY,HINTS,Variable costs edit title,Variable costs edit title
HINT.VARIABLE_COSTS_TITLE.BODY,HINTS,Catalog and details of Variable Costs attributable to your organization's cyber budget.,Catalog and details of Variable Costs attributable to your organization's cyber budget.
HINT.VARIABLE_COSTS_TITLE.TITLE,HINTS,Variable costs,Variable costs
HINT.VENDOR_CONTRACTS_TITLE.BODY,HINTS,Vendor contracts title,Vendor contracts title
HINT.VENDORS_CREATE_TITLE.BODY,HINTS,Vendors create title,Vendors create title
HINT.VENDORS_EDIT_TITLE.BODY,HINTS,Vendors edit title,Vendors edit title
HINT.VENDORS_IMPORT_EXPORT_TITLE.BODY,HINTS,Vendors import export title,Vendors import export title
HINT.VENDORS_LEVEL_1_QUESTIONS_TITLE.BODY,HINTS,Vendors level 1 questions title,Vendors level 1 questions title
HINT.VENDORS_LEVEL_2_QUESTIONS_TITLE.BODY,HINTS,Vendors level 2 questions title,Vendors level 2 questions title
HINT.VENDORS_TITLE.BODY,HINTS,A complete listing of your organization's third-party providers by technology type as well as actual where software resides (cloud or on-premise).,A complete listing of your organization's third-party providers by technology type as well as actual where software resides (cloud or on-premise).
HINT.VENDORS_TITLE.TITLE,HINTS,Vendors,Vendors
HINT.VULNERABILITIES_CREATE_TITLE.BODY,HINTS,Vulnerabilities create title,Vulnerabilities create title
HINT.VULNERABILITIES_EDIT_TITLE.BODY,HINTS,Vulnerabilities edit title,Vulnerabilities edit title
HINT.VULNERABILITIES_TITLE.BODY,HINTS,"A vulnerability is a weakness in a system which can be exploited by a threat actor, such as an attacker, to perform unauthorized actions within a computer system.","A vulnerability is a weakness in a system which can be exploited by a threat actor, such as an attacker, to perform unauthorized actions within a computer system."
HINT.VULNERABILITIES_TITLE.TITLE,HINTS,Vulnerabilities,Vulnerabilities
HOME_PAGE$DESCRIPTION,UI,Pinpoint your Cyber Risk!,Pinpoint your Cyber Risk!
HOME_PAGE$TITLE,UI,Welcome to RiskQ,Welcome to RiskQ
IMPORT_AND_EXPORT$BUSINESS_UNITS,UI,Business units import/export,Business units import/export
IMPORT_AND_EXPORT$CONTROL_GUIDELINES,UI,Control guidelines import/export,Control guidelines import/export
IMPORT_AND_EXPORT$DATA_IMPORT,UI,Data import,Data import
IMPORT_AND_EXPORT$GDPR_ARTICLES,UI,GDPR Articles import/export,GDPR Articles import/export
IMPORT_AND_EXPORT$GDPR_EVIDENCE_ARTICLES,UI,GDPR Evidence articles import/export,GDPR Evidence articles import/export
IMPORT_AND_EXPORT$PROCESSES,UI,Processes import/export,Processes import/export
IMPORT_AND_EXPORT$SCORING_QUESTIONS,UI,Scoring Questions Import/Export,Scoring Questions Import/Export
IMPORT_AND_EXPORT$SECURITY_FRAMEWORKS,UI,Security frameworks import/export,Security frameworks import/export
IMPORT_AND_EXPORT$SECURITY_FRAMEWORKS_CHOICE,UI,Choose security framework,Choose security framework
IMPORT_AND_EXPORT$SECURITY_REQUIREMENTS,UI,Security requirements import/export,Security requirements import/export
IMPORT_AND_EXPORT$SUBSIDIARY_ORGANIZATIONS,UI,Subsidiary organizations import/export,Subsidiary organizations import/export
IMPORT_AND_EXPORT$SYSTEM_RISK,UI,Systems Inventory import/export,Systems Inventory import/export
IMPORT_AND_EXPORT$TECHNOLOGIES,UI,Technologies import/export,Technologies import/export
IMPORT_AND_EXPORT$TITLE,UI,Import/Export,Import/Export
IMPORT_AND_EXPORT$USERS,UI,Users import/export,Users import/export
IMPORT_AND_EXPORT$VENDORS,UI,Vendors import/export,Vendors import/export
"!LANGUAGE$CODE",UI,eng,eng
"!LANGUAGE$DIRECTION",UI,ltr,ltr
"!LANGUAGE$ENUM",UI,ENGLISH,ENGLISH
"!LANGUAGE$SELF_NAME",UI,English,English
MENU$ADMINISTRATION,UI,Administration,Administration
MENU$CYBER_BUDGET,UI,Cyber Budget,Cyber Budget
MENU$DASHBOARDS,UI,Dashboards,Dashboards
MENU$DATA_CAPTURE,UI,Data Gathering,Data Gathering
MENU$DIGITAL_ASSET_INVENTORY,UI,Digital Asset Inventory,Digital Asset Inventory
MENU$DIGITAL_ASSETS,UI,Digital Assets,Digital Assets
MENU$DOCUMENTATION_MANAGEMENT,UI,Documentation Management,Documentation Management
MENU$GDPR_ARTICLES,UI,GDPR Articles,GDPR Articles
MENU$GDPR_DOCUMENTS_MAPPING,UI,GDPR Documents Mapping,GDPR Documents Mapping
MENU$GDPR_EVIDENCE_DOCUMENTS,UI,Evidence Documents,Evidence Documents
MENU$GDPR_ORGANIZATION_COMPLIANCE,UI,Organization Compliance,Organization Compliance
MENU$GDPR_SYSTEM_COMPLIANCE,UI,System Compliance,System Compliance
MENU$HOME_PAGE,UI,Home Page,Home Page
MENU$PRIVACY_IMPACT_ASSESSMENT,UI,System Privacy Risk,System Privacy Risk
MENU$RISK_METRICS,UI,Risk Metrics,Risk Metrics
MENU$SECURITY_ASSESSMENTS,UI,Security Assessments,Security Assessments
MENU$SETTINGS,UI,Settings,Settings
MENU$SYSTEMS_RISK,UI,Systems Inventory,Systems Inventory
MENU$VENDOR_MANAGEMENT,UI,Vendor Management,Vendor Management
METRIC_DOMAIN$TITLE,UI,Metric Domain,Metric Domain
METRIC_FORMULA$ADD_CONSTANT,UI,Add '{constant}' constant,Add '{constant}' constant
METRIC_FORMULA$ADD_OPERATION,UI,Add '{operation}' operation,Add '{operation}' operation
METRIC_FORMULA$ADD_QUANT_METRIC,UI,Add '{quantMetric}' quantification metric,Add '{quantMetric}' quantification metric
METRIC_FORMULA$ADD_VARIABLE,UI,Add '{variable}' variable,Add '{variable}' variable
METRIC_FORMULA$EDIT_DIALOG_TITLE,UI,Edit metric item,Edit metric item
METRIC_FORMULA$FORMULA,UI,Formula,Formula
METRIC_FORMULA$FORMULA_ITEMS_REQUIRED,UI,At least one formula item should be defined,At least one formula item should be defined
METRIC_FORMULA$METRIC_FORMULA,UI,Metric formula,Metric formula
METRIC_FORMULA$MOVE_BACKWARD,UI,Move backward,Move backward
METRIC_FORMULA$MOVE_FORWARD,UI,Move forward,Move forward
METRIC_FORMULA$OPERATION,UI,Operation,Operation
METRIC_FORMULA$OPERATION_REQUIRED,UI,Operation is required,Operation is required
METRIC_FORMULA$OPERATIONS,UI,Operations,Operations
METRIC_FORMULA$VARIABLES,UI,Variables,Variables
METRIC_FORMULA$VARIABLE_TYPE,UI,Variable Type,Variable Type
METRIC_FORMULA$VARIABLE_TYPE_REQUIRED,UI,Variable Type Is Required,Variable Type Is Required
MY_TASKS$TITLE,UI,My tasks,My tasks
ORGANIZATION$ADDRESS_1,UI,Address 1,Address 1
ORGANIZATION$ADDRESS_2,UI,Address 2,Address 2
ORGANIZATION$ANNUAL_REVENUE,UI,Annual revenue,Annual revenue
ORGANIZATION$CITY,UI,City,City
ORGANIZATION_CONTROL_TEST_RESULTS$AUDITORS_COMMENTS,UI,Auditors Comments,Auditors Comments
ORGANIZATION_CONTROL_TEST_RESULTS$AUDIT_RESULT,UI,Audit Control Test Result,Audit Control Test Result
ORGANIZATION_CONTROL_TEST_RESULTS$CONTROL_TEST_RESULT,UI,Control Test Result,Control Test Result
ORGANIZATION_CONTROL_TEST_RESULTS$CREATE_RESULT,UI,Create Control Test Result,Create Control Test Result
ORGANIZATION_CONTROL_TEST_RESULTS$EDIT_RESULT,UI,Edit Control Test Result,Edit Control Test Result
ORGANIZATION_CONTROL_TEST_RESULTS$EVIDENCE_IS_NOT_SUFFICIENT,UI,Evidence Is Not Sufficient,Evidence Is Not Sufficient
ORGANIZATION_CONTROL_TEST_RESULTS$EVIDENCE_IS_SUFFICIENT,UI,Evidence Is Sufficient,Evidence Is Sufficient
ORGANIZATION_CONTROL_TEST_RESULTS$TITLE,UI,Organization Control Test Results,Organization Control Test Results
ORGANIZATION$COUNTRY,UI,Country,Country
ORGANIZATION$CURRENCY,UI,Currency,Currency
ORGANIZATION$CYBER_INSURANCE_DEDUCTIBLE,UI,Cyber insurance deductible,Cyber insurance deductible
ORGANIZATION$CYBER_INSURANCE_INFORMATION,UI,Cyber Insurance Information,Cyber Insurance Information
ORGANIZATION$CYBER_INSURANCE_LIMIT_AND_GENERAL,UI,Limit & General Information,Limit & General Information
ORGANIZATION$CYBER_INSURANCE_SUBLIMITS,UI,Sublimits,Sublimits
ORGANIZATION$DDOS_SUBLIMIT,UI,Current DDoS Sublimit,Current DDoS Sublimit
ORGANIZATION$DESCRIPTION,UI,Description,Description
ORGANIZATION$INSURANCE_LIMIT,UI,Aggregate insurance limit,Aggregate insurance limit
ORGANIZATION$LANGUAGE,UI,Language,Language
ORGANIZATION$MARKET_CAPITALIZATION,UI,Market capitalization,Market capitalization
ORGANIZATION$MAXIMUM_WRITTEN_PREMIUM,UI,Maximum written premium,Maximum written premium
ORGANIZATION$NAME,UI,Name,Name
ORGANIZATION$NAMEFIELD,UI,Organization Name,Organization Name
ORGANIZATION$PHONE_NUMBER,UI,Phone Number,Phone Number
ORGANIZATION$PRIVACY_CCPA_SUBLIMIT,UI,Current Privacy (CCPA) Sublimit,Current Privacy (CCPA) Sublimit
ORGANIZATION$PRIVACY_GDPR_SUBLIMIT,UI,Current Privacy (GDPR) Sublimit,Current Privacy (GDPR) Sublimit
ORGANIZATION$PUBLIC_COMPANY,UI,Public company,Public company
ORGANIZATION$RANSOMWARE_SUBLIMIT,UI,Current Ransomware Sublimit,Current Ransomware Sublimit
ORGANIZATION$RECORD_PRICE_LIMIT,UI,Record price limit,Record price limit
ORGANIZATION_RISK_SCORING$TITLE,UI,Organization risk scoring,Organization risk scoring
ORGANIZATION$RISK_THRESHOLD,UI,Risk Threshold,Risk Threshold
ORGANIZATION$SITE,UI,Website URL,Website URL
ORGANIZATION$STATE,UI,State,State
ORGANIZATION$SUPPORTED_LANGUAGES,UI,Supported languages,Supported languages
ORGANIZATION$TAX_ID,UI,TAX ID,TAX ID
ORGANIZATION$TITLE,UI,Organization,Organization
ORGANIZATION$VAT,UI,VAT Number,VAT Number
ORGANIZATION$ZIP,UI,ZIP or Postal Code,ZIP or Postal Code
PAGINATION$CURRENT_PAGE,UI,Current page,Current page
